32 16 8 1967917195 1665920595 3957412164 2296086893 3651589219 1604585040 4190517967 1998141325 2163782845 4204838608 468903493 3112340692 4144466320 3862098174 3610246584 3016659482 338421427 4155565983 2459537296 3284481246 2696265013 2705737601 468177781 2404358978 2776053554 3233970480 3943440663 914247513 423478936 166165525 1973973955 1664622319 972175110 1197418711 34772809 604390002 4279569688 1013265685 485696944 2441181756 2241415260 558913626 1198296799 3848141760 1548657251 2311262988 313373236 3386523214 94278239 372322222 2302113913 444409914 84586636 2276864338 1900751298 3344561551 1647952676 1766796910 4078419743 3723212030 3205274276 3246240117 272186476 2044806470 2995613562 1578402461 839173726 2972519589 3022400449 4014185372 1010816149 344518714 1335401627 1076371447 3316834292 364733736 571558036 3667862139 946918649 603519030 721323056 4080770655 2009228399 2274050620 3597934755 1402902402 307696223 4258990831 82805742 2429997485 1361607995 2337554023 951543897 4078987104 3637238193 3271036182 3786960228 2562336680 1194742342 635023430 3107375968 2671832084 2013559010 2893522824 1996706495 3645714586 2209212143 2492934506 4012008768 699254186 1005963979 271919948 2107325784 4004762061 1216099025 635241586 387962512 2629615236 2268289110 399134738 3101618419 1939310128 1109501059 1583173219 2704633584 2331903681 1627891376 971820653	-5.708137	-15.743142	-10.904574	-10.035005	-9.678298
32 16 8 1434668008 4103504817 4252913125 3724389856 2590261815 3800530096 1599817299 457562761 799761648 162947011 878037881 3936008498 2005212283 2158838520 3125788267 72017849 1408172240 2578148898 3059930311 662871511 4178988461 1270117559 798284622 3583561656 1184775899 3819809779 1161822082 3593474398 756801 3043406924 2944204770 1545392831 1424119488 3689168918 3895426835 1044863364 229919848 3682803852 572070532 3251708854 4146516595 2270239710 3894226624 787598767 2487378083 2453964442 282922484 3258912850 2331020165 764218423 2798193459 1919416898 1488877481 1141008412 3993255445 1433129172 3767735541 1936987626 3046199345 359017202 606178363 1707953575 1717684100 661634952 3156168861 107203239 207067046 3499819457 2135396751 3727178163 1582888905 3331257681 206750799 3331753649 1476475242 4059843688 1321764431 1347691803 2553024153 393470787 3525636563 4250052973 636319635 2481737996 3506458072 2391113753 1536300768 3497762800 3980327539 3725239740 1441580454 581403224 1478052058 669222239 4286445742 3178869369 4111128292 2206017651 2662264861 2386926859 1229371185 3903877955 801040203 2481221019 994370224 798610081 4153560678 4229447316 1152051241 1927440709 2308495008 996881399 706551605 3509433949 4172504239 3811122565 494024921 3077610354 1173976861 3415494930 546130868 1267279908 4106170000 287985731 1381584950 3043682720 1424867652 2587283314	-5.023221	-15.043984	-10.904574	-10.020763	-9.678298
32 16 8 3650928496 1179328095 2797466026 1937239419 959112289 3214127894 2050812047 1659325177 617971327 3858087409 2628328049 2449957469 1951129624 1818342027 2352091628 1902443199 2202303364 2860814434 3710669471 1228947287 2983746712 1596122009 789591055 838908530 3027322801 30201550 3604841157 2903061373 3709687769 4005426804 2331253915 3773988515 3948520589 644874634 749185416 2853857230 1548872304 264754077 1204800950 908148845 3253337606 657364967 802939249 368063388 2641032530 2691384919 1038373099 3230847976 449359123 3049059937 3806482496 4167707722 305735335 3684696074 3031981516 1162108359 129772405 3206940378 481356880 2153832702 1020890273 800449112 2657113635 945320963 1212958608 2960594710 1337655970 102947134 3580420404 1150252282 3739949520 3351925067 1530419080 169735957 1648313473 2314580595 1201427082 4064752034 106841334 2701101263 1694633692 3189504666 4144610410 3335875604 2214285006 3721272919 1250819818 2158866359 694929851 919018035 1012279123 1609639184 3275731650 3290012015 3377741389 2066075502 1971246294 687633996 1929777366 657716712 3826235500 3776854403 3762410289 1438888966 2918697906 3817211171 3064048384 2719708772 650199775 502956616 1182108067 2142600608 4036602796 3681185112 1148407490 368346476 1472497295 381929334 3461690519 1355746143 3687732665 508744018 4275294719 3561562892 3655114091 143686476 201378182 885555442	-3.591121	-13.538643	-10.904574	-9.947522	-9.678298
32 16 8 1338656088 753135872 3916099440 1337082199 334470849 3572047161 3781547664 1709355974 2954544567 206909708 4033153789 2143662467 3592868088 1100043621 1756169151 1645208055 3571136509 2023857110 1632969504 2405954266 1212530254 3164602482 3763504676 2524221933 1894719278 1178820145 1512635184 598988104 718534279 922112982 1668257830 1114245483 460842474 739866252 3658816421 1064381530 1468547943 2472334882 884512506 1006906660 4099482128 3282030401 1136309018 2003522988 1605470993 2341064457 778941263 2999676096 3795716702 542725391 537104238 1184035522 2340976558 339748081 4089416820 1804937702 3411816202 884661066 514347848 1207696693 88824187 681251365 1013426368 3760853986 2305922354 2310016040 2012564898 2312382559 4216770415 1216422444 3900205905 634669069 2600858517 1710980161 2953119818 2837224393 912906465 340497285 3261539794 3709067760 403940949 1274891971 3391339391 3624239521 2840885452 2339168622 632267971 3191308213 3522853365 754570753 2729236715 2337305051 1486510553 1880040069 965305589 1456889622 791907290 3364081974 2555244673 3335376235 2335170792 854243333 1278927273 3113144030 502844771 1760726841 2076342476 1913241369 706438465 1530637754 3886674577 98391656 3204015070 2711295162 1878370138 2142356789 853592154 91004977 3915069167 1826476190 2270958598 1260174271 3927134745 926509288 1090781973 2874302527 1763297765 4274534130	-6.370915	-16.386411	-10.904574	-10.015496	-9.678298
32 16 8 282098780 3166579251 1860126522 3875842478 2825672228 4152242118 1029390433 1245687094 4109514341 4044326933 4007458468 1241288452 1243088079 1251745662 950606924 162852616 4004379239 4018178768 3763785798 2595487659 68992407 2765932655 200972833 1228050970 1723545170 210114417 3517129859 3685736906 608070448 1094412847 2717303560 4100547523 715169584 211891559 614542471 606049856 1065046235 4179782405 3256965516 298988726 758707863 1645821835 2539826922 3279579294 663667421 3143087815 3437843392 1868104500 2259668596 2949798629 2599221874 2907560619 2915943164 1846647662 3610186792 1260496736 433032637 1084725307 3430357336 1600808709 3551833409 1642705148 2728917237 798443741 2585947937 3459012733 3706439559 1324720064 1222367549 2747650548 3714005042 2322424656 1728475476 857941654 1488622910 1065451574 3302387950 1460865562 3122863398 1496838366 3434683372 2093452599 916381071 1624809978 663210799 1944857110 1499746346 2467196363 3929740139 223662818 67013689 82164487 107593745 2233537816 1190662273 1935263236 1222555569 3975498133 3763428963 3377545482 3388942735 1088593483 911189477 3515838242 3807657359 4228618410 794832193 4126614444 3180749690 4016832642 1892278260 1119652658 305360836 3689751288 3549849852 1626368882 3848271925 2638951416 1924753480 1995320876 1288986707 1252525519 1823934030 810497063 3057356639 794377877 3185489383 3411178363	-6.095077	-16.077473	-10.904574	-9.982396	-9.678298
32 16 8 3527949056 3218334299 3050938192 3943257977 4035172107 2775027647 1918428952 1719086246 313496286 990506492 3100777714 1905456841 1123502381 1338727003 3161495923 4119257505 3567518786 1424340811 1476792074 2308021403 2774591559 600522714 3973756727 1234004603 1025954406 1679992593 922292095 1849742780 4181850307 2377361665 898689971 3810551165 1448494414 2432497333 624409783 79317614 1485192698 568633070 2740778129 1744858863 2696654716 1371022597 767093460 3647280439 2410814351 1103390146 934501501 3272806419 1601015744 782613252 4016804304 3761208951 325209227 2012880196 762675825 614949198 801130418 234421658 2638160861 1390869818 3785133951 596085907 262936704 237374193 1360986057 4204211517 241260573 1289421174 2993300023 1604221584 689175897 1045089490 34450160 1470672821 13440798 3560853800 4048088195 1752550176 2278564338 4020190757 2668112060 2764211022 773311490 3797727848 1773135644 3498550071 4010091026 1907229430 1500901722 1068818774 3947710109 846149134 1330108480 2349560141 2603721738 873235144 2410259569 3411460241 547501027 1580017345 993385101 1101042856 1380046351 3524772753 3970770001 3919862482 2745799648 2757069906 1546287530 844027889 719857411 578523539 3897052545 2600083717 3758431723 973001828 4158185415 2245391853 3727103138 360751028 32286324 3782643709 1987406920 1369049758 1235526544 3222328467 2127390286 3742496558	-5.937068	-15.981342	-10.904574	-10.044273	-9.678298
32 16 8 769855604 3770093438 1607138233 136053538 992419627 3006491126 3365201293 3240423611 1859699575 3652873221 2518804202 583467913 3062560300 15846480 4059021230 2958801620 4232794366 2355275118 1979157461 3028190210 2342175169 1268795296 3889508716 999357494 3086168211 3192427986 1513448684 3649898237 3523071400 2859717880 3939553093 2423083042 1512204452 2171909192 2062511975 655082593 707120568 2789960620 2541824730 3517163522 347553850 3063474473 2872849425 804591736 450933644 3955053553 3150073551 2973218523 1314017628 89858344 2274559044 2901791056 298695977 483889906 1992568781 172676913 2030712357 1840858977 615865838 3738033313 564155793 1469491690 3927352189 1427104485 3895748865 2042318188 1900377329 209256020 3979616624 219767859 991954088 2380076313 3926061164 2017140255 1724206721 3302993515 3962655543 2147133087 1655665760 2932898808 293488409 2764847591 4133456014 3148323416 1375100169 3435802745 2203594665 71850825 3018106160 3641167535 2181669397 2540391165 4277901868 2460854114 3925745876 752786166 2259341410 225912908 3876081219 2002406598 691189044 1466248206 2947951213 95948366 2513448817 954872235 3321748297 1806370511 2121835101 2596914059 600383017 2387499848 1111855006 4211426796 1979470060 1356036234 3505546423 2015919105 1306903023 4023239808 1361100838 13657688 4038330130 737241558 1028923717 449835083 29066417 1786466734	-6.224153	-16.257000	-10.904574	-10.032847	-9.678298
32 16 8 4096536462 3233039449 1145368238 3722143322 2505993468 4265742342 4051289518 3633160686 3481808418 1137286852 4275825286 3100633575 4045892166 2961300233 3229016245 520032632 1169384788 3194529563 3591616190 343816886 459313674 2058927759 3936048673 2041162759 3646006705 3846915325 4000280716 1582491547 635020477 2301933791 2914064192 1174060022 850751889 3571774311 1376310683 797281394 966847304 2898437389 3330405730 684340562 1859847816 703266960 2688266941 112982687 2465919538 236369404 4186085188 2592688443 1963189361 1233963971 1799970507 1079163284 2721145950 3584589144 614097548 980058830 1146801408 828272458 497681721 3156559281 1289142942 98707398 2777481102 1995206061 3769877997 2939868309 660365452 1170353651 2637334682 1388767518 1801750877 763868120 3174777039 413778198 3101063511 4044625456 2408754987 335920135 4171119219 2433707623 1558780904 364120863 3603336935 1210648999 1867757764 1167096855 3714954546 1264960518 1189915458 753931786 2405904124 2253426341 3891876876 1176543682 3235806176 2049429884 1725457705 1518624890 3268908055 2264136646 1998584439 4081043148 2616258927 3398407981 2731751277 2374559334 1188203136 4212782729 394260041 291668985 1831269336 42457338 2554207103 1547527046 3497428802 3830617957 64743176 2489275547 1959205306 3265150545 362212705 2598276188 1410608238 2480136746 2417461708 2622799038 3869932999 2330959744	-6.564141	-16.589955	-10.904574	-10.025813	-9.678298
32 16 8 367104298 3539137790 4097753463 3555228784 3288150670 1365259932 2240446384 667888136 1993388058 3503497555 2784572102 816271022 3736482206 2862169103 661539558 3132491714 1440457261 1113422705 3338034024 3786363041 2742532560 651695356 3279497128 1520591345 1406343008 521391115 4264055698 1917465218 2997881823 3405994528 1944296986 1125335061 455845184 1375606704 3300388536 350301586 4012700976 307671224 678812511 599607676 3388286778 2156654074 2029178615 2427633629 3920402107 3773119980 7402164 595015576 3233176103 353956962 4252525191 1377387421 260934193 1797453494 2143683253 3779710604 301652074 2778026422 1375773397 2243182297 2876819954 1575120778 3321384266 3470370565 1984707908 2344055860 123467406 1017317029 2236347280 2353916486 2127948473 1933428146 2682341433 735077204 1733910193 3992296974 2619254357 4006720576 1446126648 2869187209 3229442349 3165386296 1153005264 3903699388 1428352179 1496329036 109121536 2763451553 3135793011 2198739202 797270431 3644969300 847068928 2031008769 1264238515 1866107886 3702876859 3121249742 589459357 3071567281 217426485 1917282610 2661800721 1263255704 2256393212 3025186979 994075150 101662953 211464357 2819579426 2091486302 3109903468 173257267 3869918724 2677773727 3864365883 2537783325 3588663633 1920493026 622344497 3251789822 1124379462 1589002996 1272606526 1136454309 947049912 682358231 2182203872	-6.601502	-16.629566	-10.904574	-10.028064	-9.678298
32 16 8 1422957374 3789787636 3141536027 2862951901 472461489 2637348858 1106887238 944374220 2802694614 2008566169 136473585 3701400463 2599725351 1861246140 2797169075 203501057 2978014647 3501409823 1618332135 4053982930 1946372623 3386726053 2387321587 3962341436 2972337143 1589998850 374191591 1526020093 2081666192 1823643010 3127649691 3569456125 2055693527 4058551475 1413931515 1225153159 3187539352 1026272800 3822937065 10079966 183298772 3881556857 794315657 3790762539 1569845458 892905218 2454446971 1520837563 292877600 837363833 2513781094 1626948832 3571610561 4201492086 1241001151 753945711 542716035 362578566 2951892808 551818148 2072443320 3508018301 2770301439 2464148900 3577059533 3374913929 1422336619 55409122 1540142935 657044113 1182366249 221707270 3159827780 1782804393 1469210869 3961541021 252987625 318501589 2808409398 3703697381 2134378811 1565225272 1039003206 4007666297 3676695792 431389833 1947692692 3111277298 1834812486 2530009981 3033250028 3700612335 3840487284 3593575556 991237596 319527398 2700220758 518474136 2740004993 875164704 2611430526 4120680357 3119378355 4199647647 615681107 3741556579 1735371578 2034857684 3072840399 3340211836 1550379459 678672943 3349907540 1568428472 1608192461 3614973904 2537006296 956738970 742954373 419607678 1143058525 3723036911 2456287903 4237893939 1212953928 3043566517 34304242 36541124	-6.373597	-16.424975	-10.904574	-10.051378	-9.678298
